Id,x,y,size,showlabel,key,label
weeks,3466.656006,582.882385,6.895394,false,weeks,weeks
Alpha,1846.572144,2002.823486,6.895394,false,Alpha,Alpha
VTE,3351.326172,886.983887,6.895394,false,VTE,VTE
Driving,-1742.849121,-587.087769,6.895394,false,Driving,Driving
Subcutaneous,3203.020752,515.523987,6.895394,false,Subcutaneous,Subcutaneous
Circumferential,3116.648193,1397.06897,6.895394,false,Circumferential,Circumferential
deliveries,3071.326172,577.537292,6.895394,false,deliveries,deliveries
Cervical,3801.824951,-23.976063,6.895394,false,Cervical,Cervical
Perfusion,2949.978271,1171.435547,6.895394,false,Perfusion,Perfusion
spectrograms,-195.094345,2195.511475,6.895394,false,spectrograms,spectrograms
codebooks,-4111.38916,-121.768578,6.895394,false,codebooks,codebooks
Masson,-870.332642,-1450.504639,6.895394,false,Masson,Masson
HR,3720.022217,184.064209,6.895394,false,HR,HR
Magnetization,2162.320557,1350.333862,6.895394,false,Magnetization,Magnetization
Viscosity,-607.203552,-1936.12207,6.895394,false,Viscosity,Viscosity
Cellular_and_Molecular_Neuroscience,1807.600586,1869.695435,6.895394,true,Cellular and Molecular Neuroscience,Cellular and Molecular Neuroscience
deficits,2026.343628,1963.068115,6.895394,false,deficits,deficits
flutter,-191.561966,-1579.556152,6.895394,false,flutter,flutter
HBV,3569.742432,-812.698364,6.89012,false,HBV,HBV
epidemics,3478.087646,-992.504944,6.89012,false,epidemics,epidemics
variants,3782.546387,-1398.084351,6.89012,false,variants,variants
LD,3731.610596,-1467.132202,6.89012,false,LD,LD
duplications,3657.308105,-1373.712402,6.89012,false,duplications,duplications
Attenuation,2602.749756,660.393921,6.888227,false,Attenuation,Attenuation
NPs,2520.949219,651.443237,6.888227,false,NPs,NPs
Bayesian_inference,379.277191,959.367126,6.877561,false,Bayesian inference,Bayesian inference
Gibbs,343.908722,973.399048,6.877561,false,Gibbs,Gibbs
Posterior,393.995941,982.401184,6.877561,false,Posterior,Posterior
Active_learning,-709.767883,3846.395752,6.877561,false,Active learning,Active learning
Maximum_likelihood,142.88501,1002.000549,6.877561,false,Maximum likelihood,Maximum likelihood
Laplacian,-693.233093,3821.484863,6.877561,false,Laplacian,Laplacian
groundwater,1056.697754,-3958.342529,6.858172,false,groundwater,groundwater
PLS-DA,1529.209717,-3150.581543,6.858172,false,PLS-DA,PLS-DA
remote,1142.946533,-3772.877441,6.858172,false,remote,remote
recharge,1041.301514,-3967.270264,6.858172,false,recharge,recharge
microwave,794.313599,-3787.790039,6.858172,false,microwave,microwave
Urbanization,1150.449585,-3691.329102,6.858172,false,Urbanization,Urbanization
WET,1001.786255,-3980.103516,6.858172,false,WET,WET
vapors,823.357544,-3722.743652,6.858172,false,vapors,vapors
Paleontology,877.058228,-3870.279541,6.858172,true,Paleontology,Paleontology
welds,264.436584,-1512.945435,6.851328,false,welds,welds
ORC,-442.812897,-2013.451904,6.851328,false,ORC,ORC
engine,707.101562,-2305.712891,6.851328,false,engine,engine
Economics_and_Econometrics,-1756.587646,1823.107788,6.851328,true,Economics and Econometrics,Economics and Econometrics
Moduli,189.596878,-1411.808472,6.851328,false,Moduli,Moduli
analytes,2308.039307,-1732.487915,6.851328,false,analytes,analytes
Lubrication,177.287537,-1773.954468,6.851328,false,Lubrication,Lubrication
fibre,151.927612,-1520.792969,6.851328,false,fibre,fibre
nanotubes,700.412231,-2021.672852,6.851328,false,nanotubes,nanotubes
defaults,-1771.38208,1894.915039,6.851328,false,defaults,defaults
Unitary,-970.455872,-1556.526978,6.851328,false,Unitary,Unitary
Cement,209.516113,-1520.012695,6.851328,false,Cement,Cement
descriptors,2698.442627,-1625.226318,6.851328,false,descriptors,descriptors
Elastic,206.714142,-1408.797485,6.851328,false,Elastic,Elastic
electrons,1171.457764,-1614.742676,6.851328,false,electrons,electrons
metals,535.912476,-1768.705322,6.851328,false,metals,metals
adhesive,186.057144,-1552.476074,6.851328,false,adhesive,adhesive
CGM,3168.05542,575.002563,6.84817,false,CGM,CGM
beats,3209.284668,1495.994873,6.84817,false,beats,beats
intake,3175.231445,278.416473,6.84817,false,intake,intake
Dialysis,3389.998291,723.629761,6.84817,false,Dialysis,Dialysis
Pregnant,3530.299316,529.697693,6.84817,false,Pregnant,Pregnant
Prenatal,3515.212158,517.331299,6.84817,false,Prenatal,Prenatal
plaque,2948.894287,1046.760864,6.84817,false,plaque,plaque
cine,3095.780273,1389.120605,6.84817,false,cine,cine
Blood,3182.006592,736.22406,6.84817,false,Blood,Blood
Intracranial,2884.281494,1138.370117,6.84817,false,Intracranial,Intracranial
hemorrhage,3176.553955,1013.292175,6.84817,false,hemorrhage,hemorrhage
Petri_nets,-2916.598389,2697.112549,6.843727,false,Petri nets,Petri nets
high-performance,-3757.351562,1917.407959,6.843727,false,high-performance,high-performance
Timed,-2920.708008,2713.66333,6.843727,false,Timed,Timed
clocks,-3642.109131,1707.316162,6.843727,false,clocks,clocks
Gravitational_search_algorithm,-1470.300293,875.419617,6.841399,false,Gravitational search algorithm,Gravitational search algorithm
Completion,-2191.566406,1300.180908,6.841399,false,Completion,Completion
polygons,-1689.618652,614.211487,6.841399,false,polygons,polygons
Bat_algorithm,-1539.051392,947.439209,6.841399,false,Bat algorithm,Bat algorithm
integer,-2064.770996,1090.758179,6.841399,false,integer,integer
tessellations,-1688.947388,579.729675,6.841399,false,tessellations,tessellations
matroids,-2526.838379,2538.690918,6.841399,false,matroids,matroids
Cirrhosis,3580.232422,-69.92205,6.835238,false,Cirrhosis,Cirrhosis
AML,3863.86084,-500.857727,6.835238,false,AML,AML
biologics,3517.496338,-205.576828,6.835238,false,biologics,biologics
Drosophila,3871.866211,-1001.612976,6.835238,false,Drosophila,Drosophila
oxidative,3365.051514,-1060.116821,6.835238,false,oxidative,oxidative
relapse,3659.363281,-133.209488,6.835238,false,relapse,relapse
toxins,3576.347168,-1023.363953,6.831855,false,toxins,toxins
Aureus,3561.008057,-1180.433838,6.831855,false,Aureus,Aureus
mammals,1964.649414,-3087.413086,6.831855,false,mammals,mammals
Optimal_power_flow,-2302.149658,-1199.022583,6.829927,false,Optimal power flow,Optimal power flow
RES,-1924.272095,-1006.798584,6.829927,false,RES,RES
Distribution_system,-2220.87085,-1214.274414,6.829927,false,Distribution system,Distribution system
NPC,-2340.43042,-1377.410522,6.829927,false,NPC,NPC
MMC,-2352.343994,-1364.80249,6.829927,false,MMC,MMC
high-power,-2299.149902,-1395.675659,6.829927,false,high-power,high-power
Wireless_sensor_networks,-4020.425293,309.416199,6.821804,false,Wireless sensor networks,Wireless sensor networks
Game_theory,-3324.466064,461.066956,6.821804,false,Game theory,Game theory
Decoding,-4013.307129,-190.176346,6.821804,false,Decoding,Decoding
Wireless_sensor_networks_,-4042.700195,295.451141,6.821804,false,Wireless sensor networks,Wireless sensor networks
allocate,-4231.157715,7.298602,6.821804,false,allocate,allocate
Queuing,-3919.01123,237.976898,6.821804,false,Queuing,Queuing
AODV,-3992.226807,281.489807,6.821804,false,AODV,AODV
pilots,-4171.319336,-311.173828,6.821804,false,pilots,pilots
Broadcast,-4000.793213,250.414978,6.821804,false,Broadcast,Broadcast
FD,-4248.166016,-248.363449,6.821804,false,FD,FD
elections,-3143.712402,1242.857544,6.821804,false,elections,elections
robotics,263.071136,490.990723,6.81652,false,robotics,robotics
Actuated,-215.906311,179.260803,6.81652,false,Actuated,Actuated
Multiple_sclerosis,2039.131714,1767.037598,6.812553,false,Multiple sclerosis,Multiple sclerosis
MUSIC,-143.044327,2234.875,6.812553,false,MUSIC,MUSIC
SNN,1070.199219,1747.752686,6.812553,false,SNN,SNN
memristors,801.097778,1586.628174,6.812553,false,memristors,memristors
MR,2243.621338,1396.016602,6.812553,false,MR,MR
B1,2174.668701,1384.839111,6.812553,false,B1,B1
Tau,2038.156494,1849.978638,6.812553,false,Tau,Tau
participants,2339.844971,1788.286255,6.812553,false,participants,participants
MNIST,1024.644409,1985.423218,6.812553,false,MNIST,MNIST
delineations,2288.613525,523.478638,6.80893,false,delineations,delineations
Planned,2249.731201,363.219269,6.80893,false,Planned,Planned
MUs,2170.800781,404.059387,6.80893,false,MUs,MUs
fiducials,2276.947754,474.103058,6.80893,false,fiducials,fiducials
tube,2522.057617,669.72821,6.80893,false,tube,tube
retrieve,911.211365,-3717.123535,6.806684,false,retrieve,retrieve
pollutants,869.596863,-3502.470459,6.806684,false,pollutants,pollutants
Hyperspectral_imaging,1467.113281,-3196.803711,6.806684,false,Hyperspectral imaging,Hyperspectral imaging
Kd,1017.149597,-3724.870117,6.806684,false,Kd,Kd
Meat,3089.885254,-1768.177612,6.806684,false,Meat,Meat
Unrestricted,-1759.576538,2648.997559,6.804561,false,Unrestricted,Unrestricted
Bibliometric,-1606.256592,2733.283447,6.804561,false,Bibliometric,Bibliometric
XML,-1066.636475,3063.79126,6.804561,false,XML,XML
translations,-912.244019,2970.512939,6.804561,false,translations,translations
dialogue,-905.804688,2864.431885,6.804561,false,dialogue,dialogue
hate,-1087.933838,2870.730713,6.804561,false,hate,hate
token,-1096.657227,2961.960938,6.804561,false,token,token
Low-resolution,-2134.659424,438.2659,6.802549,false,Low-resolution,Low-resolution
Deconvolution,-2046.502808,311.380188,6.802549,false,Deconvolution,Deconvolution
Degraded,-2001.342041,312.841461,6.802549,false,Degraded,Degraded
Compressive_sensing,-2074.406982,396.30365,6.802549,false,Compressive sensing,Compressive sensing
Patch-based,-2142.107178,403.005829,6.802549,false,Patch-based,Patch-based
Convergent,-2281.5354,81.148018,6.802549,false,Convergent,Convergent
PPG,3155.234131,1496.993042,6.800643,false,PPG,PPG
Mellitus,3231.224365,559.642029,6.800643,false,Mellitus,Mellitus
Apnea,2985.946289,1241.643799,6.800643,false,Apnea,Apnea
embeddings,-3357.509766,1163.645508,6.800643,false,embeddings,embeddings
Discrete_wavelet_transform,-3249.986572,1103.535645,6.800643,false,Discrete wavelet transform,Discrete wavelet transform
Wavelet-based,-3020.667969,999.232544,6.800643,false,Wavelet-based,Wavelet-based
BG,3213.564941,595.380005,6.800643,false,BG,BG
Nutrition,3179.510254,324.792725,6.800643,false,Nutrition,Nutrition
Image_fusion,-2899.713379,987.434937,6.800643,false,Image fusion,Image fusion
impeller,-658.477722,-1852.787354,6.800643,false,impeller,impeller
Publishing,-3497.269531,1187.144165,6.800643,false,Publishing,Publishing
Non-local,-2132.481689,387.771973,6.800643,false,Non-local,Non-local
Confusion,-3491.96875,1341.803711,6.800643,false,Confusion,Confusion
gearboxes,-2300.707275,503.406128,6.800643,false,gearboxes,gearboxes
bearings,-2297.491699,484.207245,6.800643,false,bearings,bearings
Age,3285.590088,695.056274,6.800643,false,Age,Age
physicians,3440.237549,998.432678,6.800643,false,physicians,physicians
Filled,-627.905029,-2023.768677,6.800643,false,Filled,Filled
Hypersonic,-729.335083,-1799.950684,6.800643,false,Hypersonic,Hypersonic
compressors,-579.858887,-1901.608154,6.800643,false,compressors,compressors
thruster,-676.925354,-1806.33252,6.800643,false,thruster,thruster
episodes,3276.262695,1462.80481,6.800643,false,episodes,episodes
message,-3469.419434,1119.329712,6.800643,false,message,message
DNS,-3280.680908,1308.65625,6.800643,false,DNS,DNS
SCADA,-3120.779541,950.841797,6.800643,false,SCADA,SCADA
Illegal,-3340.591553,1236.328369,6.800643,false,Illegal,Illegal
Printing,-927.968018,-1074.148071,6.792416,false,Printing,Printing
completeness,146.311356,-781.071167,6.792416,false,completeness,completeness
reflections,151.999832,-2301.669922,6.792416,false,reflections,reflections
printer,-947.96814,-1021.975464,6.792416,false,printer,printer
films,308.815186,-1882.849121,6.792416,false,films,films
Purity,179.242081,-730.475952,6.792416,false,Purity,Purity
tunable,-287.554474,-2289.530029,6.792416,false,tunable,tunable
absorber,-306.872559,-2334.89624,6.792416,false,absorber,absorber
Slicing,-2446.999756,-538.685242,6.792416,false,Slicing,Slicing
FCM,-1047.243164,2247.904541,6.776147,false,FCM,FCM
Fuzzy_c-means,-1053.887085,2275.107422,6.776147,false,Fuzzy c-means,Fuzzy c-means
DBSCAN,-2945.752441,2291.047363,6.776147,false,DBSCAN,DBSCAN
Granularity,-934.672485,2288.800781,6.776147,false,Granularity,Granularity
Back-propagation,54.565186,1467.307861,6.776147,false,Back-propagation,Back-propagation
three-layer,70.604736,1410.30127,6.776147,false,three-layer,three-layer
Breast_cancer,3793.387207,-41.957619,6.774585,false,Breast cancer,Breast cancer
Arthritis,3493.566895,-217.695877,6.774585,false,Arthritis,Arthritis
multi-omics,3949.339111,-804.255005,6.774585,false,multi-omics,multi-omics
reefs,1339.768311,-3682.695801,6.773124,false,reefs,reefs
Tuberculosis,3531.034424,-921.402405,6.773124,false,Tuberculosis,Tuberculosis
Milk,3489.462402,-1501.587036,6.773124,false,Milk,Milk
outbreaks,3492.705322,-1008.43927,6.773124,false,outbreaks,outbreaks
Nucleic,3587.139648,-946.087219,6.773124,false,Nucleic,Nucleic
repeats,3703.385498,-1352.981689,6.773124,false,repeats,repeats
Ambiguity,-576.299988,-1133.435913,6.771752,false,Ambiguity,Ambiguity
Stereo,-507.965851,-53.352913,6.771752,false,Stereo,Stereo
covariance,-1108.876953,-288.865631,6.771752,false,covariance,covariance
state-space,-1118.031616,-248.662888,6.771752,false,state-space,state-space
non-Gaussian,-1136.452881,-251.677231,6.771752,false,non-Gaussian,non-Gaussian
Reinforcement,-2675.277588,-515.681641,6.765025,false,Reinforcement,Reinforcement
drone,-419.471191,-1903.585571,6.765025,false,drone,drone
observer,-2262.614746,-790.808472,6.765025,false,observer,observer
Containment,-2301.977295,-608.054626,6.765025,false,Containment,Containment
Synthetic_aperture_radar,632.395752,-3534.284424,6.754827,false,Synthetic aperture radar,Synthetic aperture radar
overestimate,903.684998,-3935.080078,6.754827,false,overestimate,overestimate
underestimate,879.002136,-3909.735107,6.754827,false,underestimate,underestimate
fruits,1487.476929,-3354.510498,6.754827,false,fruits,fruits
Burned,1125.110229,-3826.723877,6.754827,false,Burned,Burned
Onboard,-114.172493,-2279.268066,6.754827,false,Onboard,Onboard
missions,-189.872421,-2117.560059,6.754827,false,missions,missions
tide,1006.722961,-3806.068604,6.754827,false,tide,tide
HA,1218.435303,-3769.230713,6.754827,false,HA,HA
cruise,982.358643,-3666.918945,6.754827,false,cruise,cruise
Tandem,2475.799805,-1590.078857,6.753439,false,Tandem,Tandem
Biomolecular,2454.0625,-1660.068481,6.753439,false,Biomolecular,Biomolecular
biomolecules,2471.65625,-1654.313354,6.753439,false,biomolecules,biomolecules
Folding,2685.777588,-1575.101807,6.753439,false,Folding,Folding
hits,2812.453613,-1586.272217,6.753439,false,hits,hits
Mean-field,717.325256,-1592.268311,6.753439,false,Mean-field,Mean-field
Prepared,719.983887,-2060.417725,6.753439,false,Prepared,Prepared
kinetics,868.182617,-2172.635986,6.753439,false,kinetics,kinetics
activate,3314.378906,-1117.181396,6.753439,false,activate,activate
liquids,1134.11731,-1997.098267,6.753439,false,liquids,liquids
neonates,3510.934326,607.483521,6.752799,false,neonates,neonates
Preterm,3511.838135,562.156128,6.752799,false,Preterm,Preterm
exacerbations,3322.67041,994.634033,6.752799,false,exacerbations,exacerbations
Nutritional,3156.467285,267.042206,6.752799,false,Nutritional,Nutritional
older,3016.754883,957.657776,6.752799,false,older,older
AV,3236.493408,1432.3573,6.752799,false,AV,AV
months,3419.5625,453.573822,6.752799,false,months,months
Symptomatic,3099.330078,958.331604,6.752799,false,Symptomatic,Symptomatic
definitive,3527.784912,278.344849,6.752799,false,definitive,definitive
life-Threatening,3296.57251,1249.435669,6.752799,false,life-Threatening,life-Threatening
PMU,-2340.698975,-1025.960205,6.749104,false,PMU,PMU
Solar_energy,-2126.356689,-1349.969238,6.749104,false,Solar energy,Solar energy
Shading,-2163.303711,-1357.55481,6.749104,false,Shading,Shading
Comfort,-1384.182373,-1083.116699,6.749104,false,Comfort,Comfort
Distribution_network,-2186.851807,-1176.199341,6.749104,false,Distribution network,Distribution network
SVC,-2324.370605,-1162.681396,6.749104,false,SVC,SVC
Multi-input,-4263.957031,-280.729584,6.747462,false,Multi-input,Multi-input
divisions,-4131.027832,-288.510681,6.747462,false,divisions,divisions
Vehicular,-3991.94165,214.544083,6.747462,false,Vehicular,Vehicular
Radio,-4022.50293,-74.322441,6.747462,false,Radio,Radio
handoff,-4022.421875,10.532803,6.747462,false,handoff,handoff
wireless,-4034.739746,280.12204,6.747462,false,wireless,wireless
Cellular,-4181.32373,-76.758469,6.747462,false,Cellular,Cellular
_Nuclear_Medicine_and_Imaging,2345.297119,503.81189,6.728755,false,Nuclear Medicine and Imaging,Nuclear Medicine and Imaging
Wiley_Periodicals,2195.823242,461.898743,6.728755,false,Wiley Periodicals,Wiley Periodicals
Epileptic,1869.731567,1941.140503,6.728755,false,Epileptic,Epileptic
collaborative,-1416.347168,2231.786621,6.728755,false,collaborative,collaborative
Multi-modal,-1509.883911,1124.055542,6.728755,false,Multi-modal,Multi-modal
Dice,2170.750488,591.331604,6.728755,false,Dice,Dice
modalities,-1483.193115,1119.731323,6.728755,false,modalities,modalities
Aging,1927.993774,1457.481323,6.728755,true,Aging,Aging
ratings,-1427.227417,2244.659912,6.728755,false,ratings,ratings
Vivo,2218.602051,1352.911499,6.728755,false,Vivo,Vivo
coincidence,2020.2052,163.077133,6.728755,false,coincidence,coincidence
deadlocks,-2932.591064,2690.869629,6.728755,false,deadlocks,deadlocks
Modality,-1497.759644,1113.488281,6.728755,false,Modality,Modality
Vocal,-143.503204,2213.407227,6.728755,false,Vocal,Vocal
valence,1162.027832,2039.882812,6.728755,false,valence,valence
Contouring,2271.8479,491.441223,6.728755,false,Contouring,Contouring
Coronal,2038.655029,1010.658691,6.728755,false,Coronal,Coronal
Conformal,2264.798096,355.910889,6.728755,false,Conformal,Conformal
Checking,-2909.257812,2748.952637,6.728755,false,Checking,Checking
CEST,2165.644287,1413.586792,6.728755,false,CEST,CEST
abuse,2261.608887,1927.721069,6.728755,false,abuse,abuse
primate,1778.083496,1903.326294,6.728755,false,primate,primate
HI,1286.994751,1096.398804,6.728755,false,HI,HI
readouts,2129.917725,1325.05957,6.728755,false,readouts,readouts
Quasi-static,159.336288,-1423.570068,6.728755,false,Quasi-static,Quasi-static
SARS-CoV-2,3493.091553,-970.878784,6.713902,false,SARS-CoV-2,SARS-CoV-2
missense,3769.820557,-1318.968018,6.713902,false,missense,missense
Dispersal,1571.987183,-3509.969727,6.713902,false,Dispersal,Dispersal
relatedness,3573.024902,-1340.062378,6.713902,false,relatedness,relatedness
SUV,3187.411133,119.217819,6.71341,false,SUV,SUV
motifs,3852.15918,-1049.844604,6.71341,false,motifs,motifs
repertoire,3618.755859,-927.041992,6.71341,false,repertoire,repertoire
Systemic,3527.941162,-226.454163,6.71341,false,Systemic,Systemic
RFS,3875.981934,-297.592865,6.71341,false,RFS,RFS
neutrophils,3786.164307,-485.86319,6.71341,false,neutrophils,neutrophils
specimens,3734.836914,-349.435974,6.71341,false,specimens,specimens
PSG,2957.548828,1221.815186,6.704627,false,PSG,PSG
Empirical_mode_decomposition,-2377.444092,598.40918,6.704627,false,Empirical mode decomposition,Empirical mode decomposition
Neonatal,3500.927734,591.703369,6.704627,false,Neonatal,Neonatal
Centrifugal,-640.067505,-1856.755493,6.704627,false,Centrifugal,Centrifugal
ODEs,-931.937805,-1786.819702,6.704627,false,ODEs,ODEs
pancreas,3163.391602,548.102478,6.704627,false,pancreas,pancreas
Nonlocal,-2114.627686,386.133057,6.704627,false,Nonlocal,Nonlocal
vulnerable,-3371.73584,1350.734741,6.704627,false,vulnerable,vulnerable
randomness,-3532.555664,1304.560913,6.704627,false,randomness,randomness
Nursing,3373.267334,1006.050964,6.704627,false,Nursing,Nursing
NAFLD,3484.266846,79.15136,6.704627,false,NAFLD,NAFLD
adults,3125.926025,798.743713,6.704627,false,adults,adults
care,3431.157471,978.799072,6.704627,false,care,care
Lightweight,-3488.249268,1359.527466,6.704627,false,Lightweight,Lightweight
Hemoglobin,3251.401123,610.073547,6.704627,false,Hemoglobin,Hemoglobin
Corrupted,-2252.143066,533.587158,6.704627,false,Corrupted,Corrupted
Closed-loop,-2053.321045,-677.323303,6.704627,false,Closed-loop,Closed-loop
Reputation,-3264.025391,1230.894897,6.704627,false,Reputation,Reputation
Ethnicity,3339.334229,634.291931,6.704627,false,Ethnicity,Ethnicity
bypass,3106.732666,985.315247,6.704627,false,bypass,bypass
P-wave,2064.584473,-208.263046,6.704627,false,P-wave,P-wave
Forced,-626.593201,-1945.521851,6.704627,false,Forced,Forced
GDM,3292.179199,582.501526,6.704627,false,GDM,GDM
license,-1701.152466,2709.993896,6.703302,false,license,license
cost-sensitive,-486.530548,2916.879883,6.703302,false,cost-sensitive,cost-sensitive
Top-k,-1104.382446,3037.750732,6.703302,false,Top-k,Top-k
tuples,-1099.843262,3053.392822,6.703302,false,tuples,tuples
Biomedical,-974.791992,3016.889648,6.703302,false,Biomedical,Biomedical
meanings,-1018.325684,2992.141357,6.703302,false,meanings,meanings
C4.5,-652.570374,2925.101074,6.703302,false,C4.5,C4.5
Indexing,-1068.454834,3007.751953,6.703302,false,Indexing,Indexing
exams,-1386.648804,2929.769531,6.703302,false,exams,exams
MOOC,-1401.676147,2990.23291,6.703302,false,MOOC,MOOC
narrative,-975.345154,2854.86792,6.703302,false,narrative,narrative
Water_Science_and_Technology,1098.525024,-4010.345703,6.702584,true,Water Science and Technology,Water Science and Technology
Hourly,901.9151,-3914.961914,6.702584,false,Hourly,Hourly
Beijing,491.627258,-3091.510986,6.702584,false,Beijing,Beijing
Absorption,996.106506,-3641.563477,6.702584,false,Absorption,Absorption
floods,1065.444458,-4018.149902,6.702584,false,floods,floods
Global_and_Planetary_Change,1155.824341,-3883.717529,6.702584,true,Global and Planetary Change,Global and Planetary Change
Inorganic,1028.689941,-3532.081543,6.702584,false,Inorganic,Inorganic
ABC,-1579.363525,949.755249,6.690802,false,ABC,ABC
Ant_colony_optimization,-1814.053833,1092.79126,6.690802,false,Ant colony optimization,Ant colony optimization
Bees,-1552.183838,957.152283,6.690802,false,Bees,Bees
Memetic,-1933.697388,1182.455078,6.690802,false,Memetic,Memetic
Scheduled,-2327.153076,1239.232178,6.690802,false,Scheduled,Scheduled
Windows,-1914.794434,1085.591675,6.690802,false,Windows,Windows
bike,-1897.569946,960.488708,6.690802,false,bike,bike
MIP,-2050.943604,1081.564575,6.690802,false,MIP,MIP
FPA,-1537.041992,903.530212,6.690802,false,FPA,FPA
Meshing,-1616.996948,472.08197,6.690802,false,Meshing,Meshing
geodesics,-1676.08728,628.885925,6.690802,false,geodesics,geodesics
conjecture,-2537.679688,2610.435791,6.690802,false,conjecture,conjecture
Isomorphism,-2613.906738,2646.468018,6.690802,false,Isomorphism,Isomorphism
GMM,147.703369,1034.568115,6.678447,false,GMM,GMM
Labeled,-694.848511,3871.48291,6.678447,false,Labeled,Labeled
High-dimensional_data,-290.141724,2485.782715,6.678447,false,High-dimensional data,High-dimensional data
Discriminant,-276.695129,2545.647461,6.678447,false,Discriminant,Discriminant
Low-dimensional,-317.425781,2558.860107,6.678447,false,Low-dimensional,Low-dimensional
inference,368.90332,995.356934,6.678447,false,inference,inference
Bootstrap,233.68634,1005.914246,6.678447,false,Bootstrap,Bootstrap
NoC,-3712.367432,1101.52002,6.672324,false,NoC,NoC
game,-3321.921631,478.441772,6.672324,false,game,game
TCP,-3949.210938,230.145187,6.672324,false,TCP,TCP
Queue,-3908.44165,253.188049,6.672324,false,Queue,Queue
Low-Density,-3996.798096,-226.230087,6.672324,false,Low-Density,Low-Density
Energy_consumption,-4093.891113,293.337097,6.672324,false,Energy consumption,Energy consumption
Antenna_arrays,-2886.553223,-1109.67041,6.672324,false,Antenna arrays,Antenna arrays
Caching,-4212.519531,44.826111,6.672324,false,Caching,Caching
Wired,-3974.410156,275.55365,6.672324,false,Wired,Wired
TDMA,-4049.718994,221.835709,6.672324,false,TDMA,TDMA
Contention,-3956.046387,265.581543,6.672324,false,Contention,Contention
SIC,-4186.574707,-265.950409,6.672324,false,SIC,SIC
SDR,-4275.578125,-226.209717,6.672324,false,SDR,SDR
OPF,-2318.837402,-1205.713745,6.66734,false,OPF,OPF
AGC,-2284.421143,-1207.820679,6.66734,false,AGC,AGC
LFC,-2285.269531,-1231.383423,6.66734,false,LFC,LFC
regenerative,-1619.011841,-621.239868,6.66734,false,regenerative,regenerative
Contingency,-2324.885498,-1134.622559,6.66734,false,Contingency,Contingency
households,-1634.271729,-736.379639,6.66734,false,households,households
stand-alone,-2145.992676,-1313.783447,6.66734,false,stand-alone,stand-alone
Fuzzy_control,-2237.786621,-920.695557,6.66734,false,Fuzzy control,Fuzzy control
Additive_manufacturing,-939.96344,-1062.540527,6.664503,false,Additive manufacturing,Additive manufacturing
permissions,-940.36145,774.437195,6.664503,false,permissions,permissions
Manufactured,-924.053406,-1056.795288,6.664503,false,Manufactured,Manufactured
Upcoming,163.480728,-731.843933,6.664503,false,Upcoming,Upcoming
FSS,-380.68692,-2311.263184,6.664503,false,FSS,FSS
thickness,2581.120605,923.386414,6.664503,false,thickness,thickness
Extrusion,-863.166077,-1100.515747,6.664503,false,Extrusion,Extrusion
Polysomnography,2965.821045,1239.410645,6.656115,false,Polysomnography,Polysomnography
Reproductive_Medicine,3536.583252,460.456696,6.656115,true,Reproductive Medicine,Reproductive Medicine
ED,3392.327881,1005.056091,6.656115,false,ED,ED
AHI,2837.592773,894.453552,6.656115,false,AHI,AHI
Resuscitation,3317.359375,1037.361328,6.656115,false,Resuscitation,Resuscitation
BPM,3224.768555,1504.067383,6.656115,false,BPM,BPM
PCI,3144.305176,1030.817139,6.656115,false,PCI,PCI
demographics,3305.00293,930.148804,6.656115,false,demographics,demographics
flaps,3049.244141,875.913574,6.656115,false,flaps,flaps
scars,3153.862549,1442.597046,6.656115,false,scars,scars
VF,3163.440186,1410.722656,6.656115,false,VF,VF
Remodeling,3100.692871,1346.637451,6.656115,false,Remodeling,Remodeling
corals,1372.280273,-3660.026123,6.654167,false,corals,corals
assemblies,3699.176025,-1326.07605,6.654167,false,assemblies,assemblies
CDI,3583.171387,-972.68866,6.654167,false,CDI,CDI
Tikhonov,-2018.210205,242.512222,6.654167,false,Tikhonov,Tikhonov
animals,3523.264404,-1543.676758,6.654167,false,animals,animals
theorems,-2318.151123,146.40097,6.654167,false,theorems,theorems
parasite,3505.026611,-1160.563354,6.654167,false,parasite,parasite
Unconstrained,-2237.02124,65.391342,6.654167,false,Unconstrained,Unconstrained
Vaccination,3507.784668,-961.285156,6.654167,false,Vaccination,Vaccination
Livestock,3484.950195,-1548.639282,6.654167,false,Livestock,Livestock
destructions,-439.704956,-1994.546021,6.654167,false,destructions,destructions
Mn,666.61615,-1847.885254,6.654167,false,Mn,Mn
Polymers_and_Plastics,677.048584,-1878.425171,6.654167,true,Polymers and Plastics,Polymers and Plastics
Descent,-2220.708496,68.887436,6.654167,false,Descent,Descent
Strictly,-2357.135986,150.119354,6.654167,false,Strictly,Strictly
gases,733.15918,-2388.793945,6.654167,false,gases,gases
Excited,1017.822083,-1719.104736,6.654167,false,Excited,Excited
welfare,-1150.120361,869.555359,6.654167,false,welfare,welfare
Nucleation,923.203979,-1893.366943,6.654167,false,Nucleation,Nucleation
SQP,-2273.546143,95.74247,6.654167,false,SQP,SQP
iterative,-2069.636475,167.313965,6.654167,false,iterative,iterative
Augmentation,-2838.393799,3434.200928,6.654167,false,Augmentation,Augmentation
scratches,942.526672,3428.148682,6.654167,false,scratches,scratches
TF,3893.318359,-992.547791,6.651687,false,TF,TF
Fibrosis,3560.528076,-55.912521,6.651687,false,Fibrosis,Fibrosis
-mediated,3603.896973,-995.228333,6.651687,false,-mediated,-mediated
Atypical,3834.262207,-54.128811,6.651687,false,Atypical,Atypical
