key,doc_count
Commitment,14
Contouring,14
Eyes,14
Family,14
Gut,14
HR,14
Horizontal,14
Hourly,14
Ignition,14
Inland,14
Labelling,14
Leave-one-out,14
Modulus,14
Necrosis,14
Non-rigid,14
On-demand,14
Pendulum,14
Pollination,14
Priori,14
Radiofrequency,14
Redundant,14
Sandwich,14
Strengthening,14
Toxic,14
Viscous,14
Vocabulary,14
aerosols,14
attacks,14
bounds,14
catheter,14
comorbidities,14
descriptors,14
edge,14
face,14
fingerprints,14
floods,14
genome,14
gliomas,14
guidance,14
leakage,14
lipids,14
manifolds,14
nitrogen,14
proteome,14
resting-state,14
runoff,14
solids,14
two-stage,14
weather,14
Ancestry,13
Assimilation,13
Binocular,13
Capillary,13
City,13
Coarse-grained,13
Cold,13
Confocal,13
Contiguous,13
Coping,13
Delayed,13
Deteriorating,13
Diastolic,13
Dual,13
Dual-energy,13
Elongation,13
F1-score,13
Facial,13
GmbH,13
Hazardous,13
Inorganic,13
International,13
Intuitionistic,13
John,13
Knowledge-based,13
MHz,13
Mood,13
Multi-output,13
Optima,13
PUs,13
Parabolic,13
Phenotypic,13
Preservation,13
Proximal,13
Psychiatric,13
Public,13
Removal,13
Replenishment,13
SIAM,13
SO2,13
Scalp,13
Semi-arid,13
Somatic,13
Spatially,13
Spectroradiometer,13
Sperm,13
Spinning,13
Symplectic,13
TL,13
TR,13
Tooth,13
Writing,13
asteroids,13
budget,13
clutter,13
co-occurrence,13
code,13
decoder,13
endmember,13
envelope,13
equalizer,13
glass,13
hypercube,13
k-mers,13
metamodels,13
multi-feature,13
observations,13
obstacles,13
offset,13
particle,13
pheromone,13
precoder,13
rectifier,13
shale,13
tumors,13
ultraviolet,13
Ambulatory,12
Asymptomatic,12
B-mode,12
Back,12
Bonding,12
Commodity,12
Concurrent,12
DNNs,12
Deploying,12
Discontinuous,12
Endothelial,12
Extended,12
Feeding,12
Financial,12
Freight,12
Guided,12
Hospitalized,12
In-situ,12
Interviews,12
Intravenous,12
Intrinsic,12
Laparoscopic,12
Loci,12
Men,12
ODEs,12
PEM,12
Paddy,12
Patch-based,12
Porous,12
R-CNN,12
Ranked,12
Residential,12
Restricted,12
Seasonal,12
Single-channel,12
Suitability,12
Suspicious,12
Syntactic,12
Topographic,12
Unmanned,12
alloys,12
carcinomas,12
cell,12
copulas,12
cycle,12
disorder,12
electrode,12
fiber,12
football,12
force,12
hubs,12
injuries,12
intraoperative,12
lifestyle,12
macrophages,12
matrices,12
morphometrics,12
multiphase,12
niche,12
pedigree,12
permutations,12
phenotypes,12
plasmons,12
prospective,12
recursive,12
rotors,12
rules,12
skyline,12
smoothness,12
spectrometer,12
steady-state,12
thresholds,12
time-delays,12
tissue,12
unbalance,12
violence,12
μM,12
Abdominal,11
Adiabatic,11
Amorphous,11
Authority,11
Basis,11
Biochemical,11
Bounding,11
Broadly,11
Circular,11
Clonal,11
Closed,11
Company,11
Containment,11
Cross-sectional,11
Cylindrical,11
Die,11
Dissociation,11
Distance-based,11
Distant,11
FS,11
Fatal,11
Feed-forward,11
Fibrillation,11
Flows,11
Frequent,11
Gaming,11
Gastrointestinal,11
Grid-Connected,11
Healing,11
Hierarchically,11
Hydrophobic,11
Interdisciplinary,11
Land,11
Locus,11
Modulating,11
Multibody,11
NNs,11
National,11
Physiological,11
Polarimetric,11
Purchasing,11
Refractory,11
Renormalization,11
Screw,11
Sensory,11
Stimulation,11
Sulfur,11
Thinking,11
Two-step,11
Unidirectional,11
Unsteady,11
Unusual,11
Vocal,11
acceptance,11
actuators,11
antidepressants,11
asphaltene,11
athletes,11
bi-objective,11
bots,11
chicken,11
cognitive,11
cyber-attacks,11
defense,11
dengue,11
disparities,11
elections,11
epidemics,11
exome,11
game,11
gears,11
gesture,11
hyperparameters,11
implants,11
interactive,11
invariance,11
landscape,11
loads,11
narrative,11
passive,11
polynomials,11
prostheses,11
provenance,11
questionnaire,11
relapse,11
sharpness,11
space,11
timetable,11
trustworthiness,11
twins,11
underwater,11
viruses,11
wastewater,11
workspace,11
Adequacy,10
Adjuvant,10
Atomic,10
Beta,10
Bi-level,10
Bowel,10
Braking,10
Closest,10
Colony,10
Cone-beam,10
Conformity,10
Dark,10
Droop,10
Embryonic,10
Endoscopic,10
Facility,10
Functionally,10
Hoc,10
Hunting,10
Interstitial,10
Minimisation,10
Play,10
Pragmatic,10
Renal,10
Retinal,10
Shielding,10
Shuffled,10
Stretching,10
Structure-based,10
Summary,10
Tangential,10
Taxi,10
Tolerant,10
UEs,10
Unbalanced,10
beamformer,10
blade,10
clearance,10
collisions,10
concordance,10
correspondence,10
countermeasures,10
digraphs,10
discharge,10
disruptions,10
divergence,10
eigenvectors,10
engine,10
existence,10
facies,10
finite-time,10
geodesics,10
incentive,10
infections,10
level-set,10
lymphocytes,10
many-core,10
marine,10
materials,10
mesoscale,10
mg/dL,10
mixture,10
multiclass,10
n-grams,10
neutrons,10
perovskite,10
price,10
quantile,10
recall,10
retrospective,10
second-order,10
supercapacitors,10
symmetries,10
thickness,10
transmittance,10
wrapper,10
Abstract,9
Accelerated,9
Adversary,9
Atypical,9
Body,9
Capital,9
Cascaded,9
Cerebellar,9
Completion,9
Comprehension,9
Computer-aided,9
Curation,9
Cytometry,9
DGs,9
Data-based,9
Deficiency,9
Downstream,9
EVs,9
Electrical,9
Equality,9
Event-based,9
Forgery,9
Forming,9
Freeform,9
Frontal,9
Hexagonal,9
Informed,9
Interferometric,9
Lexical,9
Licensed,9
Locking,9
Manufactured,9
Maturation,9
OS,9
OSNs,9
Observational,9
Omnidirectional,9
Oxygenation,9
PMUs,9
PP,9
Partial,9
Picking,9
Plain,9
Publishing,9
Pumping,9
Sensorimotor,9
Signalling,9
Sinusoidal,9
Sitting,9
Societal,9
Spreading,9
Stereoscopic,9
Stereotactic,9
Systolic,9
Teeth,9
Typing,9
United,9
Unscented,9
Viral,9
Vision-based,9
Working,9
agents,9
apple,9
arrays,9
bionics,9
blockage,9
burns,9
caregivers,9
circuits,9
claims,9
compiler,9
converter,9
datacenters,9
deletions,9
discourse,9
dosage,9
experience,9
fall,9
fever,9
finite-difference,9
flutter,9
gradients,9
handoff,9
high-performance,9
independence,9
instabilities,9
interconnects,9
jets,9
linguistics,9
linkage,9
lossless,9
magnitude,9
mammals,9
multi-stage,9
multicenter,9
multimode,9
multistage,9
neoplasms,9
nutrients,9
operators,9
postoperative,9
predictive,9
recommendations,9
reference,9
representations,9
reservoirs,9
reuse,9
rupture,9
species,9
stakeholders,9
subsidence,9
switches,9
telecommunications,9
transfer,9
transmitter,9
treadmill,9
truss,9
voids,9
wave,9
welfare,9
µM,9
Ambiguous,8
Anomalous,8
Aortic,8
B1,8
Baseband,8
Blurring,8
Cancellation,8
Case-control,8
Chemically,8
Closing,8
Common,8
Compressed,8
Consent,8
Contemporary,8
Directional,8
Dissolved,8
Exclusion,8
GT,8
Gy,8
Hippocampal,8
I/O,8
Imbalanced,8
Instrumented,8
Intrinsically,8
Isolated,8
Labour,8
Lateral,8
Legal,8
Modality,8
Non-deterministic,8
On-the-fly,8
Original,8
Ownership,8
Penetrating,8
Peripheral,8
Posterior,8
Prescribing,8
Reconstructing,8
Refining,8
Relational,8
Remote-sensing,8
Sagittal,8
Scientific,8
Semi-automated,8
Semi-automatic,8
Servo,8
Shallow,8
Shooting,8
Situ,8
Skewed,8
Socio-economic,8
Socioeconomic,8
Story,8
Stratified,8
Suboptimal,8
Superficial,8
Surgical,8
Territory,8
Timed,8
Triggering,8
Underactuated,8
Velocimetry,8
aberrations,8
attractors,8
backbone,8
backscatter,8
baseline,8
boiler,8
boundedness,8
buildings,8
cameras,8
capacitors,8
care,8
cascade,8
continuous-time,8
cost-sensitive,8
cracks,8
degree,8
displays,8
dogs,8
drugs,8
ecosystems,8
eddies,8
encoder,8
flame,8
frame,8
gratings,8
high-order,8
hydropower,8
insurance,8
knots,8
mangrove,8
microorganisms,8
microprocessors,8
multi-class,8
multi-mode,8
nanowires,8
newborns,8
nitrate,8
nonlinearities,8
omics,8
oracle,8
paths,8
plaque,8
polymorphisms,8
protons,8
ripple,8
scale-free,8
scintillators,8
semi-active,8
semiconductors,8
server,8
strings,8
turbine,8
Acyclic,7
Annotated,7
CNVs,7
CUEs,7
Cascading,7
Clarity,7
Coupled,7
Crew,7
Cropping,7
Dorsal,7
Elitist,7
Endometrial,7
Eukaryotic,7
Event-related,7
Evidence-based,7
Fetal,7
Functioning,7
Fused,7
Gantry,7
Granular,7
Hiding,7
High-risk,7
Histopathological,7
Hydrological,7
Ill-conditioned,7
In-vivo,7
Infarction,7
Islanded,7
Joining,7
Left,7
Location-based,7
Low-energy,7
Low-frequency,7
Maneuvering,7
Mean-field,7
Minimum,7
Multi-component,7
Multi-step,7
Onboard,7
Oral,7
Parameterized,7
Partitioned,7
Perturb,7
Preclinical,7
Radii,7
Relaxed,7
Repositioning,7
Restoring,7
SBS,7
Scarcity,7
Screened,7
Secured,7
Semisupervised,7
Shaping,7
Sight,7
Simulated,7
Specifying,7
Stator,7
Steady,7
Stellar,7
Strategic,7
Synaptic,7
T-cell,7
Taxonomic,7
Time-resolved,7
Travelling,7
Vertebral,7
alerts,7
ankle,7
antigen,7
attitude,7
beams,7
carbonate,7
chatter,7
chromosome,7
cipher,7
clinicians,7
collision-free,7
covariates,7
curvelet,7
demographics,7
ellipse,7
energetics,7
equations,7
exchange,7
explanations,7
gasoline,7
grids,7
histograms,7
hydrogels,7
impeller,7
interventions,7
libraries,7
merge,7
microsatellite,7
monotone,7
motions,7
multi-source,7
nanofluids,7
norms,7
nurses,7
outage,7
photons,7
policies,7
polytope,7
projections,7
proportional-integral-derivative,7
qubits,7
regulations,7
renewable,7
resources,7
responsiveness,7
river,7
rodents,7
route,7
scaffolds,7
science,7
shortage,7
single-phase,7
steels,7
substrate,7
sugarcane,7
teams,7
therapeutics,7
token,7
tongue,7
users,7
vasculature,7
waveforms,7
workplace,7
2-D,6
Actuation,6
Ambient,6
Anterior,6
B.V.,6
Behavioural,6
Bi-directional,6
Biomechanical,6
Block-based,6
COSMIC,6
Canonical,6
Closed-form,6
Compliant,6
Conformational,6
Coordinated,6
Creation,6
DEGs,6
Dead,6
Deployed,6
Descent,6
Diagnosing,6
Diffusion-weighted,6
Directed,6
Discomfort,6
Discriminating,6
Eligibility,6
Ergodic,6
Freedom,6
Full-Duplex,6
GPa,6
Geographical,6
Geological,6
Geostatistical,6
Geotechnical,6
HI,6
IQ,6
Idiopathic,6
Inexact,6
Inflow,6
Inhomogeneous,6
Intellectual,6
Intermittent,6
Involvement,6
Jumping,6
Log-likelihood,6
Major,6
Majority,6
Manual,6
Mechanically,6
Mouth,6
Myocardial,6
Non-orthogonal,6
Normality,6
Outflow,6
Panoramic,6
Party,6
Pathological,6
Radiographic,6
Regular,6
Resistant,6
Salient,6
Self-consistent,6
Sequence-based,6
Single-shot,6
Spectroscopic,6
Spontaneous,6
Standing,6
Stepping,6
Supercritical,6
Television,6
Terrestrial,6
Thematic,6
Three-way,6
Tubular,6
Unconventional,6
Underdetermined,6
Uniformly,6
Unitary,6
Vehicular,6
access,6
accidents,6
aerospace,6
airways,6
aperture,6
audience,6
birds,6
brightness,6
bubble,6
ceramics,6
competitiveness,6
concepts,6
contours,6
denoise,6
devices,6
discrete,6
dominance,6
drainage,6
drops,6
electrons,6
female,6
first-principles,6
fossils,6
furnace,6
gaze,6
genotypes,6
grade,6
hospitalizations,6
imbalance,6
impulse,6
incompressible,6
inductance,6
inpatients,6
instruments,6
iodine,6
keypoints,6
labels,6
lake,6
matroids,6
metals,6
micro-grids,6
minerals,6
multi-attribute,6
multisource,6
non-destructive,6
occlusions,6
offline,6
outbreaks,6
patches,6
patients,6
pesticide,6
phonons,6
phosphate,6
pollutants,6
polyps,6
radiographs,6
ratings,6
readmissions,6
repeats,6
ribs,6
risks,6
seawater,6
secure,6
silver,6
singularities,6
smoother,6
subgroups,6
substructure,6
synapses,6
syndrome,6
tournaments,6
transducer,6
transforms,6
valence,6
warehouse,6
worst-case,6
Abnormality,5
Acuity,5
Antiretroviral,5
Buried,5
Cerebrospinal,5
Compositional,5
Conical,5
Contextual,5
Cost-efficient,5
Country,5
Cows,5
Crisp,5
Cultural,5
Deregulated,5
Descending,5
Distributional,5
Diurnal,5
Earliest,5
Ecological,5
Educational,5
Ejection,5
Electrochemical,5
Endemic,5
Enforcement,5
Entity,5
Extrinsic,5
Feature-based,5
Filling,5
Ground-based,5
Helical,5
High-fidelity,5
Identical,5
Image-guided,5
Infectious,5
Intracellular,5
Longest,5
Low-Latency,5
Mating,5
Metropolitan,5
Microvascular,5
Min-Max,5
Minority,5
Missing,5
Moduli,5
Modulo,5
Open-loop,5
Parallelized,5
Pathogenic,5
Persistent,5
Photometric,5
Pixel-based,5
Point-to-point,5
Polymorphic,5
Preserving,5
Prioritizing,5
Programmed,5
Pseudo,5
Psychological,5
Pulsed,5
Quantity,5
Randomised,5
Region-based,5
Resilient,5
Saturated,5
Segmental,5
Serial,5
Shelf,5
Skeletal,5
Steepest,5
Superior,5
Tertiary,5
Uncorrelated,5
Unilateral,5
Unlabeled,5
Unnecessary,5
Unrelated,5
Unwrapping,5
Upstream,5
Versus,5
Whole-body,5
Yellow,5
amplifier,5
anticancer,5
antioxidants,5
approximations,5
apps,5
aquifer,5
archive,5
artefacts,5
bifurcations,5
biofilms,5
biomolecules,5
bipartite,5
bovine,5
buffer,5
cable,5
center,5
centerline,5
channels,5
cine,5
coatings,5
collaborative,5
competence,5
competitive,5
components,5
computations,5
cone,5
contourlet,5
correctness,5
cut-off,5
cuts,5
cylinder,5
deadlocks,5
dictionaries,5
dipole,5
disclosure,5
dislocations,5
electrolyte,5
emergencies,5
enzyme,5
epitopes,5
ethylene,5
foams,5
forests,5
galaxies,5
gate,5
greenhouse,5
heritage,5
higher-order,5
hotels,5
hydrate,5
innovations,5
insects,5
insertions,5
institutions,5
invariants,5
journals,5
k-space,5
luminance,5
mRNAs,5
market,5
molecules,5
mountains,5
multi-layer,5
nanotubes,5
neurons,5
oscillators,5
outpatients,5
perioperative,5
pharmaceuticals,5
pigments,5
plants,5
plume,5
ports,5
premature,5
profiles,5
progressive,5
protease,5
quasars,5
radiance,5
reductions,5
reflections,5
remote,5
replicas,5
rocks,5
signals,5
skull,5
social science,5
students,5
substations,5
subsurface,5
symbols,5
textile,5
threats,5
topics,5
transitions,5
tuples,5
variants,5
variations,5
vertebrae,5
vulnerabilities,5
waveguide,5
Accessing,4
Aerial,4
Annular,4
Anthropogenic,4
Aquatic,4
Archaeological,4
Ascending,4
Axis,4
Black-Box,4
Boosted,4
Case-based,4
Collocated,4
Colored,4
Confirmed,4
Day-ahead,4
Decomposing,4
Decoupled,4
Deformed,4
Developmental,4
Differentiating,4
Digitized,4
Disjoint,4
Disposal,4
Domain-specific,4
Echocardiographic,4
Electromechanical,4
Elemental,4
Elliptical,4
Embodied,4
Epidemiological,4
Epithelial,4
Esophageal,4
Establishment,4
Extracellular,4
Extremity,4
FT,4
Factory,4
Finite-element,4
Flexural,4
Fluorescent,4
Formal,4
Fracturing,4
Free-form,4
Frictional,4
Geophysical,4
Hepatic,4
Historical,4
IMPLY,4
Impaired,4
Input-Output,4
Interleaved,4
Isothermal,4
Low-dimensional,4
Lymph,4
Monetary,4
Mutational,4
Non-overlapping,4
Non-smooth,4
One-dimensional,4
Opposition-based,4
Ore,4
PEVs,4
Passing,4
Perfect,4
Perturbed,4
Pharmacological,4
Phasor,4
Physical Therapy,4
Plug-in,4
Political,4
Polyhedral,4
Pre-trained,4
Prey,4
Radio-frequency,4
Real-valued,4
Recombinant,4
Rotating,4
Said,4
Salesman,4
Segmented,4
Semi-analytical,4
Shifting,4
Side-channel,4
Site-specific,4
Sky,4
Starting,4
Sufficient,4
Superconducting,4
Synchronized,4
T2-weighted,4
Textual,4
Tidal,4
Topical,4
Traveling,4
Truncated,4
Tuned,4
Two-level,4
Unconstrained,4
Unrestricted,4
Unwanted,4
Utilisation,4
Whole-brain,4
absorber,4
adipose,4
affine,4
airborne,4
allele,4
animals,4
anomalies,4
arteries,4
associations,4
atoms,4
autoimmune,4
business,4
capacitance,4
carrier,4
charge,4
chemicals,4
cities,4
coils,4
conductance,4
curve,4
dams,4
deformations,4
diagnose,4
diode,4
dispersive,4
displacements,4
droplet,4
eavesdropper,4
embeddings,4
embryos,4
enclosure,4
estimators,4
exacerbations,4
false-positive,4
fertilizer,4
filaments,4
fuels,4
gauge,4
grasslands,4
harvester,4
haze,4
horses,4
house,4
implantable,4
incomplete,4
intersections,4
invasive,4
investments,4
irregularities,4
islands,4
isotope,4
lens,4
lesions,4
magnet,4
many-objective,4
microphone,4
mole,4
motors,4
multiprocessors,4
nerve,4
neutrophils,4
occurrence,4
orbits,4
organizations,4
out-of-sample,4
patents,4
perimeter,4
place,4
portable,4
predicate,4
primitive,4
propeller,4
pulsars,4
pulse,4
quadrature,4
rRNA,4
ranks,4
regularizer,4
relatedness,4
rescue,4
revenue,4
richness,4
rubber,4
sewer,4
simulators,4
single-molecule,4
smoke,4
space-time,4
spindle,4
stars,4
storms,4
style,4
threads,4
three-phase,4
traits,4
transistors,4
treatments,4
triangle,4
units,4
universities,4
ventricle,4
volcanoes,4
vortices,4
vowels,4
website,4
wheelchairs,4
3-Dimensional,3
Abundant,3
Ages,3
Anatomical,3
Annual,3
Arterial,3
Assembling,3
Axial,3
B-cell,3
Built-up,3
Burned,3
CPUs,3
Calling,3
Censored,3
Centrifugal,3
Century,3
Cloud-based,3
Computed,3
Curved,3
Cutaneous,3
Cyber-Physical,3
DC-link,3
Daily,3
Decomposition-based,3
Discriminatory,3
Discussion,3
Diseased,3
Disturbed,3
Doubly,3
Drinking,3
Eating,3
Economical,3
Emotional,3
Encrypted,3
End-to-End,3
FLAWS,3
Factorial,3
Fecal,3
Floating,3
Four-dimensional,3
GPU-based,3
Geomagnetic,3
Gradient-based,3
Gray-level,3
Hg,3
Histological,3
Hopping,3
Hybridized,3
Immersed,3
Inelastic,3
Inhibitory,3
Institutional,3
Interacting,3
Interpolated,3
Listening,3
Lying,3
Mainstream,3
Minimising,3
Mitochondrial,3
Mitral,3
Moral,3
Multi-input,3
Novo,3
Optimising,3
Ordinary,3
PPIs,3
Perceptual,3
Pointing,3
Preconditioned,3
Prefrontal,3
Procedural,3
Propensity,3
Protein-protein,3
Quantized,3
Radiological,3
Reciprocal,3
Recommended,3
Risky,3
Segmenting,3
Sexual,3
Signed,3
Speaking,3
Stabilizing,3
Stimuli,3
Subcutaneous,3
Submitted,3
Symmetrical,3
T-S,3
Tetrahedral,3
Time-Varying,3
Transmitting,3
Unauthorized,3
Unbounded,3
Uniaxial,3
Urinary,3
User-friendly,3
Valid,3
Volcanic,3
Wealth,3
Weekly,3
Worst,3
abuse,3
actions,3
aggregate,3
altitude,3
anchors,3
aneurysms,3
annotations,3
assemblages,3
assistance,3
barcode,3
base,3
betweenness,3
biases,3
binaries,3
bitrate,3
bivariate,3
blends,3
bottlenecks,3
c-means,3
capsule,3
catalysts,3
centroids,3
character,3
clone,3
closeness,3
colors,3
confounders,3
constructive,3
corrections,3
couplings,3
cube,3
cyber,3
damper,3
deformable,3
derivative,3
diffuse,3
distress,3
duplications,3
excitations,3
expectations,3
fibre,3
fiducials,3
finger,3
finite,3
fixations,3
fluence,3
fluids,3
foods,3
forecasts,3
fractions,3
freshwater,3
fuse,3
genome-wide,3
genre,3
gripper,3
hazards,3
histone,3
hope,3
ideals,3
indels,3
indexes,3
indications,3
indices,3
inequalities,3
inhomogeneities,3
intentions,3
interconnections,3
interpretable,3
ions,3
irradiance,3
irreducible,3
kinase,3
laboratories,3
land-use,3
lenses,3
ligaments,3
line,3
links,3
locations,3
lumen,3
margins,3
medications,3
meshless,3
microchannels,3
microscope,3
missile,3
multi-target,3
multipole,3
needle,3
nighttime,3
non-intrusive,3
nondestructive,3
nonexpansive,3
nonnegative,3
nucleotide,3
offshore,3
onset,3
operative,3
optimize,3
options,3
oxide,3
parents,3
percentage,3
perceptions,3
photographs,3
phrases,3
pilots,3
platelet,3
populations,3
porcine,3
pose,3
powder,3
precedence,3
presentations,3
primate,3
priorities,3
probe,3
programmable,3
publications,3
queries,3
reactive,3
reflectors,3
regenerative,3
regulators,3
release,3
repositories,3
reserve,3
residents,3
resonators,3
rights,3
sales,3
schools,3
seals,3
seeds,3
sensitivities,3
signal-to-noise,3
sliding-mode,3
spectrograms,3
spike,3
stand-alone,3
standalone,3
state-space,3
streamline,3
stride,3
subtypes,3
sustainable,3
tasks,3
teachers,3
tears,3
tools,3
toxins,3
transmembrane,3
trials,3
tunable,3
univariate,3
upgrade,3
visible,3
vitamins,3
vulnerable,3
wavefronts,3
weapons,3
wire,3
words,3
2-Dimensional,2
Adjusting,2
Aggregated,2
Aggregating,2
Aligning,2
Allocating,2
Angular,2
Articulated,2
Autonomously,2
Big,2
Biomolecular,2
Biophysical,2
Built-in,2
Burning,2
CASH,2
CHs,2
Cardiopulmonary,2
Checking,2
Circulating,2
Circumferential,2
Cochlear,2
Compressing,2
Confined,2
Congested,2
Contrast-enhanced,2
Contrasting,2
Coronal,2
Corrected,2
Correcting,2
Cortical,2
Damped,2
Denoised,2
Difficult,2
Discharging,2
Duty,2
Elevated,2
Empty,2
Exterior,2
Falling,2
Filter-Based,2
Fly,2
Flying,2
Forced,2
Formalized,2
GHz,2
Gated,2
Geologic,2
Gestational,2
Handcrafted,2
Harmful,2
High-density,2
High-efficiency,2
High-level,2
Historic,2
Hollow,2
Hypothetical,2
ILs,2
Imperfect,2
In-hospital,2
Inclined,2
Infected,2
Influential,2
Initiation,2
Initio,2
Interior-Point,2
Laminated,2
Lay,2
Learnt,2
Line-of-Sight,2
MGs,2
MM2,2
Macroscopic,2
Making,2
Mapped,2
March,2
Maternal,2
Math,2
Medicinal,2
Mellitus,2
Metering,2
Microstructural,2
Mild,2
Money,2
Monthly,2
Mutated,2
Network-Based,2
Networked,2
Neurological,2
Next-generation,2
Non-coding,2
Occupational,2
On-board,2
Optimised,2
Oscillatory,2
Polygonal,2
Preferred,2
Projected,2
Protecting,2
RNAs,2
Randomly,2
Rays,2
Recovering,2
Red,2
Reliability-based,2
Restored,2
Retrieving,2
Rheological,2
Sampling-based,2
Satellite-based,2
Scanned,2
Sclerosis,2
Sensor-based,2
Separated,2
Shedding,2
Shifted,2
Shopping,2
Shortening,2
Specular,2
Squamous,2
Stabilized,2
Stacked,2
Staining,2
Standardized,2
Stopping,2
Subcellular,2
Subject-specific,2
Suffering,2
Suicidal,2
Superimposed,2
Sustained,2
Synergistic,2
System-level,2
T1-weighted,2
Tackling,2
Tactical,2
Temporally,2
Thin-walled,2
Think,2
Torsional,2
Totally,2
Translated,2
Translating,2
Traumatic,2
Tree-based,2
Triaxial,2
Turbid,2
Two-sided,2
Unweighted,2
Veterinary,2
Visualized,2
Visualizing,2
Vital,2
Welded,2
Wired,2
accelerate,2
additive,2
adhesions,2
admissions,2
airfoils,2
airports,2
alignments,2
alternative,2
analogue,2
appearance,2
auctions,2
automobile,2
autoregressive,2
basins,2
beacons,2
behaviours,2
bicycle,2
bilayer,2
births,2
blogs,2
breakpoints,2
calcifications,2
capacitive,2
carbohydrate,2
cavities,2
chloride,2
chunks,2
closure,2
coffee,2
collimators,2
committee,2
compounds,2
compressible,2
conductive,2
conductors,2
conference,2
conjugate,2
contracts,2
convective,2
conversations,2
conveyors,2
cosine,2
cover,2
crane,2
crime,2
cryptosystems,2
crystals,2
cyclone,2
decisions,2
disabilities,2
discontinuities,2
discriminative,2
disruptive,2
effectors,2
eggs,2
endpoints,2
examinations,2
excavations,2
explainable,2
explosive,2
exports,2
fabrics,2
films,2
first-order,2
flaps,2
follower,2
formulations,2
fragments,2
friends,2
fringe,2
fronts,2
fruits,2
gearboxes,2
generative,2
glacier,2
glider,2
grammars,2
granules,2
grape,2
grass,2
groove,2
handwritten,2
heartbeats,2
hormone,2
immediate,2
immunoassays,2
implementations,2
income,2
inductive,2
inductors,2
intake,2
integrals,2
interobserver,2
interpretations,2
intractable,2
isoforms,2
iterations,2
jammer,2
jobs,2
junctions,2
keywords,2
kidneys,2
laminates,2
leaks,2
liquids,2
lobe,2
locks,2
marginals,2
maritime,2
microblogs,2
microenvironments,2
mine,2
missense,2
mixed-integer,2
modifications,2
movements,2
movie,2
multipliers,2
nationwide,2
neighborhoods,2
neighbors,2
neighbourhoods,2
non-cooperative,2
nose,2
nozzle,2
oblique,2
occupations,2
older,2
olive,2
opinions,2
organisations,2
overlaps,2
package,2
packet,2
parasite,2
passenger,2
pathogens,2
penalties,2
percentile,2
pests,2
physicians,2
pile,2
pixels,2
plane,2
plots,2
pole,2
predators,2
prescriptions,2
processors,2
projectile,2
proofs,2
proper,2
raster,2
reads,2
recharge,2
recommender,2
records,2
reduced-order,2
relaxations,2
reliance,2
repertoire,2
repetitive,2
residues,2
restraints,2
returns,2
reversible,2
ride,2
sands,2
scene,2
scripts,2
seamless,2
sediments,2
shearlet,2
sidelobe,2
sine,2
single-objective,2
soils,2
solvents,2
spaceborne,2
specifications,2
square,2
stable,2
stents,2
stepwise,2
streams,2
subcarrier,2
subtree,2
successive,2
sugars,2
surge,2
suspensions,2
synergies,2
tactile,2
telescope,2
tendons,2
tensile,2
testbeds,2
theorems,2
tide,2
tips,2
tire,2
tourists,2
trails,2
traps,2
triangulations,2
trucks,2
tumours,2
tunnels,2
tweets,2
two-phase,2
undergraduate,2
valleys,2
valve,2
veins,2
violations,2
wall,2
waste,2
wavelengths,2
weeds,2
wheels,2
wine,2
winter,2
worms,2
wounds,2
zeros,2
1-D,1
2N,1
AI-based,1
Accelerating,1
Accepted,1
Adapting,1
Adjacent,1
Age-related,1
Aligned,1
Anatomic,1
Ancestral,1
Approximating,1
Arriving,1
Astronomical,1
Attempted,1
Bad,1
Blended,1
Blinded,1
Bottom,1
CNN-based,1
Calibrated,1
Catalytic,1
Charged,1
Chromatographic,1
Civil,1
Clustering-based,1
Coli,1
Combinational,1
Condensed,1
Confidential,1
Confirmatory,1
Conserved,1
Contaminated,1
Contralateral,1
Corneal,1
Curated,1
DMs,1
Dangerous,1
Deemed,1
Degraded,1
Dietary,1
Differentiated,1
Digitally,1
Dispersed,1
Displaying,1
Dissimilar,1
Distinguishing,1
Distributing,1
Divergent,1
Domestic,1
Dominating,1
Dropping,1
Encoded,1
Environmental Science,1
Ethnic,1
Evoked,1
Ex,1
Excluded,1
Explanatory,1
Exposed,1
Externally,1
FPGA-based,1
Fabricated,1
Fifth,1
Fitted,1
Flowing,1
Fragmented,1
Fresh,1
Fusing,1
Geometrically,1
Glycemic,1
Governing,1
Graded,1
Gridded,1
Grounded,1
High-energy,1
Homologous,1
Hot,1
IMFs,1
Incipient,1
Incoherent,1
Inconsistent,1
Inferior,1
Inferring,1
Interfacial,1
Interpolating,1
Interpreting,1
Interval-valued,1
Intuitively,1
Irrelevant,1
Justify,1
Kernel-based,1
Labeled,1
Laborious,1
Least,1
Living,1
Localizing,1
Logical,1
Low-level,1
Lowering,1
Management and Accounting,1
Marrow,1
Masked,1
Massively,1
Mental,1
Metallic,1
Mimicking,1
Mitigating,1
Modifying,1
Modulated,1
Monitored,1
Multiple-Output,1
Multiple-input,1
Municipal,1
Named,1
Neuronal,1
Nodal,1
OARs,1
Observer-based,1
Occluded,1
Organizing,1
Oscillating,1
Overlapped,1
Parity-Check,1
Parsimonious,1
Pay,1
Placing,1
Planetary,1
Planned,1
Plus,1
Polluted,1
Pooled,1
Postural,1
Pregnant,1
Prepared,1
Presenting,1
Preserved,1
Prevented,1
Prioritized,1
Projecting,1
Protein-ligand,1
Proving,1
ROIs,1
Recommending,1
Rectal,1
Reflected,1
Reinforced,1
